Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Years,Loan_Status,Default_Flag,Loan_Start_Date
706939,128627,Personal Loan,19671,8.51,1,Defaulted,1,2022-04-01
706940,147321,Personal Loan,18544,11.38,5,Active,0,2022-09-18
706941,146709,Mortgage,485406,6.01,30,Active,0,2022-07-21
706942,119696,Personal Loan,5848,4.35,1,Active,0,2023-06-10
706943,116982,Mortgage,407649,4.32,30,Paid Off,0,2024-06-11
706944,114540,Business Loan,34338,5.43,5,Active,0,2024-01-19
706945,101227,Personal Loan,13754,11.74,1,Paid Off,0,2023-06-18
706946,110050,Auto Loan,35507,4.82,3,Paid Off,0,2022-02-10
706947,135172,Auto Loan,59778,5.5,6,Active,0,2026-01-04
706948,142914,Mortgage,572009,4.81,30,Paid Off,0,2025-07-03
706949,107175,Auto Loan,38973,6.95,3,Paid Off,0,2022-12-04
706950,132469,Business Loan,174916,4.65,5,Paid Off,0,2022-12-08
706951,141749,Auto Loan,56281,4.21,5,Paid Off,0,2025-10-02
706952,118002,Personal Loan,24496,7.21,5,Paid Off,0,2025-08-21
706953,105080,Auto Loan,22681,5.63,6,Active,0,2026-03-02
706954,101183,Mortgage,433840,5.29,30,Active,0,2024-08-23
706955,128498,Auto Loan,51179,11.83,6,Active,0,2025-01-05
706956,100279,Personal Loan,24669,4.49,3,Active,0,2022-06-28
706957,135644,Business Loan,211608,6.03,10,Active,0,2023-12-26
706958,123766,Mortgage,392063,6.23,30,Active,0,2021-09-07
706959,133470,Mortgage,574156,7.19,30,Paid Off,0,2021-08-26
706960,118902,Business Loan,108046,3.57,5,Paid Off,0,2025-07-19
706961,145043,Business Loan,207156,11.91,5,Paid Off,0,2024-06-05
706962,124026,Business Loan,93394,5.09,5,Paid Off,0,2025-12-28
706963,114603,Mortgage,343046,11.61,30,Paid Off,0,2022-12-15
706964,138731,Personal Loan,22755,10.69,1,Paid Off,0,2022-01-02
706965,128569,Mortgage,397941,6.85,30,Paid Off,0,2022-02-22
706966,111771,Mortgage,477738,3.51,30,Active,0,2024-10-05
706967,102830,Auto Loan,19037,8.42,6,Active,0,2023-01-01
706968,105341,Auto Loan,25885,5.44,3,Active,0,2025-10-02
706969,102034,Personal Loan,23976,6.52,1,Active,0,2022-03-21
706970,141384,Business Loan,157907,3.59,10,Active,0,2023-06-07
706971,144563,Mortgage,330215,3.62,30,Active,0,2025-07-05
706972,125937,Business Loan,47221,5.32,5,Paid Off,0,2025-10-04
706973,102326,Personal Loan,20872,4.24,1,Active,0,2022-09-16
706974,146238,Personal Loan,16770,6.58,1,Paid Off,0,2021-09-19
706975,103693,Auto Loan,24847,5.35,5,Paid Off,0,2026-01-09
706976,110388,Personal Loan,2180,5.81,1,Paid Off,0,2023-07-31
706977,101400,Personal Loan,1545,10.09,3,Defaulted,1,2024-09-08
706978,139134,Personal Loan,23223,6.17,1,Paid Off,0,2025-04-10
706979,117036,Mortgage,550708,8.69,30,Paid Off,0,2023-11-27
706980,142279,Mortgage,259924,3.97,30,Active,0,2026-02-15
706981,103916,Auto Loan,18124,8.1,3,Paid Off,0,2022-08-14
706982,133656,Personal Loan,24523,9.51,1,Paid Off,0,2021-07-24
706983,116577,Auto Loan,59673,5.99,3,Active,0,2025-03-14
706984,121456,Personal Loan,2888,6.15,1,Paid Off,0,2023-06-05
706985,134757,Business Loan,192196,11.43,10,Paid Off,0,2021-11-23
706986,141799,Mortgage,266282,4.27,30,Active,0,2026-04-08
706987,102730,Personal Loan,15125,3.94,3,Paid Off,0,2025-06-12
706988,148350,Personal Loan,2638,4.07,1,Active,0,2024-10-07
706989,120510,Business Loan,149454,5.37,5,Active,0,2022-03-31
706990,105411,Business Loan,222541,9.15,5,Active,0,2023-05-07
706991,103640,Personal Loan,3250,9.18,3,Active,0,2021-11-13
706992,137120,Business Loan,223581,6.89,10,Defaulted,1,2023-03-16
706993,117280,Business Loan,26992,4.29,5,Active,0,2022-04-15
706994,114013,Personal Loan,19544,8.19,1,Paid Off,0,2025-01-23
706995,132901,Business Loan,160035,8.98,10,Paid Off,0,2024-11-09
706996,104277,Mortgage,492924,8.81,30,Active,0,2023-05-31
706997,147840,Mortgage,370401,5.6,30,Paid Off,0,2023-02-28
706998,127095,Personal Loan,8482,5.11,3,Active,0,2024-07-19
706999,135764,Mortgage,302354,3.53,30,Defaulted,1,2025-10-05
707000,131306,Auto Loan,34532,5.31,5,Active,0,2023-09-25
707001,106311,Business Loan,136028,5.55,5,Active,0,2022-07-09
707002,138776,Mortgage,354358,7.67,30,Active,0,2024-10-13
707003,117700,Auto Loan,24927,7.49,6,Paid Off,0,2021-09-26
707004,130574,Personal Loan,22300,10.27,5,Active,0,2022-12-04
707005,117708,Mortgage,429357,5.82,30,Active,0,2026-01-22
707006,118598,Business Loan,150119,5.45,5,Paid Off,0,2022-08-02
707007,148118,Personal Loan,24515,6.87,3,Active,0,2024-05-06
707008,119243,Auto Loan,13360,5.03,3,Active,0,2025-06-21
707009,102181,Business Loan,185543,7.26,5,Active,0,2023-04-02
707010,110280,Personal Loan,16497,9.36,3,Defaulted,1,2023-11-06
707011,115694,Personal Loan,21889,6.73,3,Active,0,2023-09-27
707012,115397,Mortgage,344734,10.29,30,Paid Off,0,2025-01-07
707013,135781,Personal Loan,8626,6.61,5,Active,0,2025-12-29
707014,144969,Auto Loan,55739,8.81,3,Active,0,2024-12-12
707015,111210,Auto Loan,33635,4.66,6,Active,0,2022-08-13
707016,114240,Business Loan,135068,4.97,10,Paid Off,0,2021-09-24
707017,144893,Auto Loan,40423,5.46,5,Active,0,2024-03-21
707018,136873,Auto Loan,23293,5.07,6,Paid Off,0,2024-04-05
707019,101165,Auto Loan,34538,3.85,3,Active,0,2025-07-05
707020,130324,Personal Loan,5512,9.12,1,Paid Off,0,2026-07-15
707021,120346,Business Loan,195002,6.88,5,Active,0,2022-05-15
707022,104157,Personal Loan,21508,3.55,5,Paid Off,0,2023-10-22
707023,140337,Auto Loan,10735,7.37,6,Paid Off,0,2022-01-27
707024,148186,Personal Loan,23880,6.1,1,Paid Off,0,2026-07-17
707025,137300,Mortgage,427388,4.36,30,Paid Off,0,2022-12-07
707026,108239,Mortgage,320321,6.65,30,Paid Off,0,2022-09-15
707027,109060,Business Loan,217436,5.68,10,Paid Off,0,2024-06-04
707028,101952,Mortgage,236210,8.86,30,Paid Off,0,2022-12-15
707029,143697,Mortgage,189720,6.74,30,Active,0,2022-01-12
707030,143482,Business Loan,129160,6.89,10,Paid Off,0,2024-08-02
707031,136242,Personal Loan,19085,4.86,3,Paid Off,0,2022-03-08
707032,135513,Personal Loan,11310,3.89,1,Active,0,2024-06-05
707033,138080,Auto Loan,35257,6.8,3,Active,0,2026-03-25
707034,136597,Auto Loan,21039,7.57,5,Paid Off,0,2021-11-05
707035,118572,Personal Loan,2401,6.65,5,Paid Off,0,2024-10-28
707036,123919,Business Loan,225553,6.06,10,Paid Off,0,2024-08-08
707037,106631,Auto Loan,44364,10.31,3,Paid Off,0,2025-05-26
707038,106390,Mortgage,202411,3.81,30,Active,0,2023-10-13
707039,106650,Auto Loan,34741,6.58,3,Active,0,2021-12-06
707040,134340,Auto Loan,54009,4.96,3,Active,0,2023-01-29
707041,121735,Business Loan,41224,4.27,5,Active,0,2025-01-05
707042,130040,Mortgage,305293,9.28,30,Active,0,2022-09-22
707043,133627,Mortgage,340899,5.8,30,Paid Off,0,2025-05-25
707044,120082,Auto Loan,51032,5.86,3,Paid Off,0,2025-03-14
707045,142124,Auto Loan,24977,4.07,5,Active,0,2024-03-01
707046,142096,Business Loan,216299,6.04,10,Defaulted,1,2025-12-31
707047,130631,Mortgage,158667,5.58,30,Active,0,2022-06-11
707048,112566,Personal Loan,4448,6.0,5,Active,0,2023-06-14
707049,108976,Personal Loan,1949,3.89,5,Active,0,2024-07-22
707050,143938,Business Loan,220174,5.93,10,Paid Off,0,2025-05-21
707051,109020,Business Loan,150095,5.94,10,Paid Off,0,2026-03-28
707052,149304,Business Loan,166159,5.42,10,Paid Off,0,2024-05-24
707053,123388,Mortgage,285425,7.08,30,Defaulted,1,2024-09-12
707054,119939,Business Loan,154558,4.69,10,Active,0,2023-05-09
707055,115516,Business Loan,195418,9.67,10,Active,0,2025-01-06
707056,124670,Mortgage,444549,5.46,30,Active,0,2022-12-12
707057,138072,Business Loan,84898,6.31,10,Paid Off,0,2024-10-21
707058,118102,Business Loan,216198,8.5,10,Defaulted,1,2025-02-21
707059,110393,Personal Loan,13103,6.31,5,Active,0,2022-02-13
707060,112435,Mortgage,414956,5.53,30,Defaulted,1,2022-05-09
707061,115214,Business Loan,236571,4.45,10,Active,0,2023-01-25
707062,139611,Auto Loan,33860,5.81,5,Active,0,2022-05-11
707063,125899,Mortgage,468483,3.82,30,Paid Off,0,2024-02-19
707064,117235,Business Loan,157689,4.63,5,Paid Off,0,2021-09-01
707065,139043,Personal Loan,3600,5.91,5,Paid Off,0,2024-10-14
707066,103105,Business Loan,235609,8.18,10,Paid Off,0,2024-04-07
707067,142629,Business Loan,212740,8.23,5,Defaulted,1,2026-03-26
707068,130989,Business Loan,180440,7.19,10,Active,0,2021-08-29
707069,124250,Auto Loan,54984,6.52,3,Paid Off,0,2023-10-22
707070,145322,Mortgage,179783,4.41,30,Paid Off,0,2023-09-05
707071,115553,Personal Loan,7314,10.79,3,Paid Off,0,2026-03-13
707072,149062,Personal Loan,22292,6.52,1,Active,0,2024-03-05
707073,118655,Mortgage,321639,10.4,30,Active,0,2023-02-10
707074,109093,Personal Loan,22953,4.43,3,Active,0,2026-01-18
707075,102331,Personal Loan,23031,5.34,3,Active,0,2021-11-10
707076,148685,Personal Loan,15085,3.51,1,Active,0,2023-03-04
707077,111682,Personal Loan,9196,5.26,1,Paid Off,0,2022-01-17
707078,146447,Mortgage,198118,6.87,30,Active,0,2023-01-20
707079,100579,Business Loan,78557,6.76,5,Paid Off,0,2025-10-01
707080,120775,Auto Loan,49831,6.7,5,Active,0,2026-02-09
707081,148785,Mortgage,403142,4.33,30,Active,0,2024-09-07
707082,107356,Personal Loan,2597,6.13,1,Active,0,2025-04-09
707083,120424,Business Loan,79859,5.56,5,Paid Off,0,2021-12-15
707084,119645,Auto Loan,40542,6.86,6,Active,0,2022-03-30
707085,137453,Mortgage,473538,8.73,30,Active,0,2022-07-22
707086,125114,Mortgage,400507,4.89,30,Paid Off,0,2021-11-21
707087,135041,Auto Loan,37462,8.42,6,Defaulted,1,2022-02-07
707088,148303,Personal Loan,2135,4.31,3,Active,0,2023-09-21
707089,148917,Mortgage,187621,4.33,30,Active,0,2023-07-22
707090,113152,Mortgage,195432,8.34,30,Active,0,2025-05-08
707091,124100,Mortgage,357081,9.01,30,Active,0,2026-03-02
707092,114886,Business Loan,97109,5.37,10,Paid Off,0,2023-07-26
707093,105994,Mortgage,455775,6.95,30,Active,0,2025-03-17
707094,130110,Business Loan,149284,5.13,5,Paid Off,0,2025-12-27
707095,130361,Personal Loan,20812,5.75,3,Active,0,2023-12-09
707096,113242,Personal Loan,17963,5.59,3,Paid Off,0,2024-01-24
707097,101317,Mortgage,224823,6.44,30,Paid Off,0,2022-02-19
707098,106809,Personal Loan,2026,3.97,5,Paid Off,0,2025-04-01
707099,109141,Mortgage,528508,5.39,30,Active,0,2021-10-12
707100,144232,Mortgage,391533,4.89,30,Paid Off,0,2023-08-06
707101,142054,Business Loan,89537,6.26,10,Defaulted,1,2024-05-08
707102,132629,Mortgage,302218,4.99,30,Paid Off,0,2025-12-05
707103,120204,Auto Loan,21965,5.59,6,Paid Off,0,2023-09-25
707104,130922,Personal Loan,17876,6.6,1,Active,0,2022-03-03
707105,107406,Personal Loan,14228,5.53,3,Paid Off,0,2022-01-12
707106,149094,Business Loan,184588,7.94,10,Paid Off,0,2022-08-14
707107,135218,Business Loan,117638,6.76,5,Paid Off,0,2022-05-14
707108,118842,Auto Loan,50924,5.49,6,Active,0,2026-04-06
707109,126856,Business Loan,155261,6.94,5,Defaulted,1,2022-11-18
707110,117520,Mortgage,492543,6.91,30,Active,0,2023-06-03
707111,136257,Auto Loan,26002,3.76,6,Paid Off,0,2022-10-29
707112,138375,Mortgage,302823,8.2,30,Paid Off,0,2025-08-25
707113,116147,Mortgage,251333,6.64,30,Active,0,2025-05-02
707114,140925,Mortgage,318513,6.45,30,Active,0,2026-03-28
707115,139497,Business Loan,27908,5.28,5,Active,0,2025-05-27
707116,118716,Personal Loan,23111,4.09,3,Paid Off,0,2025-08-19
707117,124108,Auto Loan,40881,4.9,5,Paid Off,0,2022-11-12
707118,104180,Mortgage,175307,6.91,30,Active,0,2024-05-11
707119,118956,Auto Loan,10583,6.63,5,Paid Off,0,2021-08-09
707120,137704,Mortgage,161985,10.98,30,Paid Off,0,2023-06-24
707121,148297,Mortgage,400255,7.49,30,Paid Off,0,2026-02-04
707122,146419,Personal Loan,22267,5.79,3,Active,0,2025-07-25
707123,144774,Business Loan,98802,3.6,10,Active,0,2024-02-28
707124,125827,Business Loan,169464,5.05,5,Active,0,2021-11-04
707125,107306,Auto Loan,32554,5.08,6,Active,0,2026-02-12
707126,103115,Business Loan,184132,3.81,10,Active,0,2026-05-17
707127,121349,Personal Loan,2030,3.93,1,Paid Off,0,2025-11-15
707128,123893,Mortgage,596698,5.66,30,Paid Off,0,2022-09-01
707129,117173,Auto Loan,25680,6.15,3,Paid Off,0,2026-01-25
707130,104422,Auto Loan,16388,4.07,6,Paid Off,0,2023-09-14
707131,108895,Auto Loan,38056,6.67,3,Paid Off,0,2022-03-16
707132,111466,Mortgage,282415,3.91,30,Defaulted,1,2024-02-14
707133,146866,Mortgage,342921,6.38,30,Active,0,2025-04-18
707134,149380,Auto Loan,35397,6.47,5,Active,0,2025-01-27
707135,120321,Personal Loan,16802,4.26,5,Active,0,2023-10-06
707136,143568,Business Loan,39407,3.58,5,Active,0,2022-01-06
707137,146767,Mortgage,198827,5.03,30,Active,0,2025-04-19
707138,143610,Personal Loan,7791,11.18,3,Defaulted,1,2026-05-28
707139,137543,Mortgage,524563,5.18,30,Active,0,2025-09-25
707140,132495,Business Loan,233236,6.86,10,Paid Off,0,2024-06-28
707141,102150,Auto Loan,41004,4.27,3,Active,0,2024-07-03
707142,118159,Mortgage,405365,6.94,30,Paid Off,0,2022-06-20
707143,132162,Business Loan,91562,4.51,5,Active,0,2023-08-12
707144,143775,Business Loan,97467,4.09,10,Active,0,2024-06-17
707145,132438,Auto Loan,21361,6.28,6,Paid Off,0,2026-03-16
707146,115124,Business Loan,187058,6.28,5,Paid Off,0,2025-11-02
707147,125311,Auto Loan,31877,6.32,5,Active,0,2021-10-09
707148,109634,Personal Loan,1815,5.23,1,Active,0,2025-09-27
707149,103843,Auto Loan,31302,6.35,3,Active,0,2024-01-23
707150,141301,Personal Loan,8129,5.19,3,Active,0,2023-09-04
707151,138567,Business Loan,26521,9.38,10,Active,0,2022-01-18
707152,101271,Personal Loan,2443,9.73,3,Paid Off,0,2023-12-16
707153,143356,Mortgage,475761,5.11,30,Paid Off,0,2023-10-04
707154,141426,Personal Loan,1597,4.55,3,Paid Off,0,2022-11-02
707155,128101,Personal Loan,8423,4.14,1,Paid Off,0,2023-04-24
707156,102069,Business Loan,247839,6.24,10,Paid Off,0,2021-10-20
707157,140105,Mortgage,228757,4.22,30,Active,0,2023-10-20
707158,138406,Business Loan,111235,4.84,5,Active,0,2025-12-24
707159,107427,Auto Loan,23921,5.65,6,Paid Off,0,2022-01-30
707160,118977,Personal Loan,6210,10.79,5,Paid Off,0,2025-03-27
707161,105875,Business Loan,240644,6.45,5,Active,0,2025-06-24
707162,133976,Business Loan,115519,11.63,5,Paid Off,0,2023-06-06
707163,124986,Auto Loan,45948,11.86,5,Defaulted,1,2023-03-22
707164,147496,Business Loan,85480,4.76,5,Paid Off,0,2024-06-26
707165,114695,Business Loan,63763,6.48,5,Active,0,2024-07-28
707166,117689,Personal Loan,23942,4.44,3,Paid Off,0,2024-07-21
707167,129043,Auto Loan,29157,6.24,6,Paid Off,0,2024-06-22
707168,105115,Personal Loan,19826,6.78,5,Active,0,2022-09-03
707169,132572,Personal Loan,16202,4.34,3,Active,0,2025-11-30
707170,116688,Auto Loan,41375,9.4,3,Active,0,2026-04-28
707171,121888,Mortgage,327299,4.76,30,Paid Off,0,2024-12-05
707172,102731,Business Loan,74106,4.84,10,Active,0,2023-09-01
707173,121284,Auto Loan,53138,5.21,5,Active,0,2026-01-27
707174,105541,Personal Loan,8837,6.35,1,Paid Off,0,2026-05-17
707175,143191,Business Loan,103214,8.05,5,Active,0,2023-04-08
707176,143773,Mortgage,368181,6.0,30,Paid Off,0,2021-09-27
707177,122346,Business Loan,49756,3.88,10,Paid Off,0,2022-03-05
707178,143827,Business Loan,226274,6.91,10,Active,0,2023-04-18
707179,149432,Personal Loan,15014,5.65,5,Paid Off,0,2023-06-12
707180,133578,Personal Loan,17940,10.1,3,Active,0,2024-07-15
707181,115142,Business Loan,210371,4.85,10,Paid Off,0,2025-05-25
707182,131407,Mortgage,169635,3.52,30,Defaulted,1,2025-07-16
707183,131619,Mortgage,418476,6.52,30,Paid Off,0,2022-12-30
707184,133873,Business Loan,207373,6.73,5,Defaulted,1,2025-07-04
707185,137048,Personal Loan,12793,6.89,1,Paid Off,0,2025-03-28
707186,127987,Personal Loan,8070,5.12,5,Paid Off,0,2023-08-31
707187,116145,Business Loan,41253,5.83,10,Paid Off,0,2026-02-22
707188,101503,Business Loan,245663,5.29,5,Active,0,2024-02-12
707189,146788,Auto Loan,47963,6.0,3,Active,0,2021-08-29
707190,149548,Auto Loan,45748,7.05,5,Paid Off,0,2025-05-12
707191,100902,Auto Loan,35190,6.44,5,Paid Off,0,2022-07-15
707192,131330,Auto Loan,59036,5.5,3,Active,0,2024-07-02
707193,121854,Mortgage,351789,4.13,30,Active,0,2026-06-21
707194,119591,Mortgage,486305,3.77,30,Paid Off,0,2024-09-13
707195,108596,Business Loan,192157,6.89,5,Paid Off,0,2025-06-04
707196,109057,Auto Loan,50052,9.7,6,Paid Off,0,2026-03-25
707197,148425,Auto Loan,52656,5.72,6,Defaulted,1,2024-02-17
707198,107359,Mortgage,531611,5.08,30,Active,0,2025-12-06
707199,100647,Personal Loan,20781,3.98,3,Active,0,2024-04-07
707200,136520,Personal Loan,22033,8.09,1,Active,0,2024-05-05
707201,125962,Mortgage,274181,5.54,30,Paid Off,0,2024-04-18
707202,145751,Mortgage,265396,4.65,30,Paid Off,0,2022-09-24
707203,126254,Personal Loan,2026,5.2,1,Paid Off,0,2022-10-08
707204,127184,Business Loan,201614,6.07,5,Paid Off,0,2025-03-12
707205,144636,Auto Loan,11475,6.67,5,Paid Off,0,2024-12-02
707206,149832,Personal Loan,8856,5.76,1,Active,0,2025-11-18
707207,134310,Mortgage,511912,11.79,30,Paid Off,0,2025-03-10
707208,111911,Auto Loan,26808,9.83,5,Active,0,2023-03-29
707209,124936,Business Loan,202380,6.99,5,Active,0,2023-05-24
707210,125281,Mortgage,420557,7.56,30,Active,0,2024-09-14
707211,127349,Mortgage,499058,8.41,30,Paid Off,0,2024-05-24
707212,109195,Auto Loan,18682,4.42,5,Paid Off,0,2022-09-22
707213,142331,Business Loan,78811,5.22,5,Paid Off,0,2024-12-11
707214,126690,Business Loan,217417,10.01,5,Paid Off,0,2021-10-01
707215,112656,Mortgage,566203,11.98,30,Active,0,2023-03-31
707216,146957,Business Loan,62402,4.77,10,Active,0,2024-02-18
707217,125050,Auto Loan,49975,6.83,3,Active,0,2026-03-13
707218,130380,Business Loan,238162,10.64,5,Paid Off,0,2025-07-17
707219,102544,Mortgage,267629,5.78,30,Active,0,2025-04-24
707220,106839,Business Loan,72890,11.6,10,Active,0,2021-12-12
707221,105855,Mortgage,375887,7.62,30,Paid Off,0,2025-10-28
707222,127400,Mortgage,466141,5.72,30,Active,0,2022-11-02
707223,136120,Auto Loan,50628,6.4,3,Active,0,2024-01-09
707224,149019,Mortgage,176267,4.17,30,Active,0,2021-10-10
707225,137796,Personal Loan,16868,5.49,1,Paid Off,0,2023-06-09
707226,146564,Mortgage,408927,9.64,30,Active,0,2023-09-18
707227,113168,Business Loan,112134,11.59,5,Paid Off,0,2024-08-25
707228,133620,Personal Loan,24346,10.88,5,Paid Off,0,2024-09-13
707229,128675,Auto Loan,10195,7.1,6,Paid Off,0,2022-06-21
707230,114486,Mortgage,452333,8.6,30,Active,0,2022-01-17
707231,126621,Auto Loan,59798,11.81,6,Active,0,2023-06-08
707232,131894,Mortgage,589120,6.71,30,Paid Off,0,2025-08-13
707233,106415,Mortgage,572921,10.82,30,Paid Off,0,2022-06-19
707234,109128,Personal Loan,15055,5.4,3,Active,0,2023-12-29
707235,126760,Mortgage,251289,6.01,30,Paid Off,0,2025-10-02
707236,110936,Personal Loan,5063,6.93,5,Paid Off,0,2023-09-25
707237,100171,Business Loan,30503,5.45,10,Active,0,2025-07-18
707238,123213,Business Loan,183667,4.98,10,Paid Off,0,2025-01-04
707239,142841,Auto Loan,54537,10.6,6,Active,0,2022-09-17
707240,109908,Mortgage,218419,6.43,30,Paid Off,0,2025-12-13
707241,125910,Auto Loan,34758,4.17,6,Active,0,2024-05-21
707242,148884,Mortgage,594565,6.7,30,Active,0,2023-10-20
707243,142172,Auto Loan,20948,6.88,3,Active,0,2025-09-16
707244,119438,Business Loan,92503,5.04,5,Paid Off,0,2025-09-07
707245,139503,Mortgage,224345,5.05,30,Paid Off,0,2023-02-05
707246,138495,Auto Loan,46424,6.17,3,Paid Off,0,2025-08-18
707247,118871,Auto Loan,55343,6.19,6,Active,0,2024-12-09
707248,120712,Mortgage,466015,4.91,30,Active,0,2024-05-22
707249,117053,Personal Loan,3880,7.7,1,Paid Off,0,2025-12-05
707250,132672,Personal Loan,1068,9.73,1,Paid Off,0,2023-02-28
707251,138808,Personal Loan,1776,5.47,3,Active,0,2022-11-28
707252,109538,Auto Loan,44669,3.59,6,Paid Off,0,2021-10-29
707253,115334,Business Loan,197550,6.63,10,Active,0,2025-09-21
707254,121449,Personal Loan,19044,11.15,5,Active,0,2022-08-24
707255,112892,Personal Loan,11327,5.65,1,Paid Off,0,2025-10-08
707256,140010,Mortgage,446123,6.95,30,Active,0,2025-04-28
707257,126334,Mortgage,368051,7.67,30,Defaulted,1,2022-12-19
707258,116810,Personal Loan,2465,3.94,5,Active,0,2023-07-03
707259,116601,Business Loan,65774,6.56,10,Active,0,2024-09-30
707260,102680,Business Loan,162242,11.9,5,Paid Off,0,2024-08-28
707261,143294,Auto Loan,22110,10.88,5,Active,0,2025-01-13
707262,129029,Personal Loan,3657,9.33,3,Active,0,2021-11-15
707263,126054,Business Loan,233972,4.16,5,Active,0,2023-05-23
707264,144291,Auto Loan,28090,3.83,5,Active,0,2023-03-26
707265,118969,Business Loan,123641,5.65,10,Defaulted,1,2025-11-02
707266,147813,Mortgage,234507,9.78,30,Paid Off,0,2022-11-27
707267,121488,Personal Loan,1918,4.76,3,Active,0,2024-07-27
707268,135580,Mortgage,185217,4.81,30,Paid Off,0,2025-03-07
707269,100317,Mortgage,293727,3.52,30,Paid Off,0,2025-02-08
707270,131247,Auto Loan,36138,4.79,5,Paid Off,0,2023-06-03
707271,110708,Mortgage,236647,5.56,30,Active,0,2026-01-19
707272,143462,Mortgage,514625,9.71,30,Active,0,2021-09-12
707273,107576,Mortgage,349560,3.9,30,Paid Off,0,2026-03-08
707274,123240,Auto Loan,27173,5.5,5,Active,0,2025-12-08
707275,104896,Business Loan,110766,5.83,10,Active,0,2024-09-10
707276,104564,Personal Loan,23412,5.62,3,Active,0,2023-01-17
707277,125716,Personal Loan,15492,7.95,5,Active,0,2022-10-25
707278,147237,Personal Loan,18170,6.37,5,Active,0,2025-04-08
707279,141056,Auto Loan,13841,9.28,5,Paid Off,0,2021-09-07
707280,112426,Mortgage,523754,4.39,30,Active,0,2023-03-01
707281,109126,Business Loan,128941,8.23,5,Paid Off,0,2025-08-28
707282,105718,Mortgage,234317,5.24,30,Paid Off,0,2023-09-06
707283,143357,Personal Loan,23222,6.85,5,Paid Off,0,2021-12-10
707284,131834,Mortgage,543554,4.61,30,Active,0,2025-10-13
707285,131142,Personal Loan,19044,4.09,3,Paid Off,0,2021-08-09
707286,125506,Mortgage,323745,5.08,30,Active,0,2025-07-26
707287,101912,Business Loan,126188,4.62,5,Paid Off,0,2023-06-19
707288,143160,Auto Loan,51597,3.87,5,Active,0,2025-11-29
707289,121690,Auto Loan,47237,11.89,5,Defaulted,1,2025-11-24
707290,149424,Mortgage,573567,4.54,30,Paid Off,0,2021-08-26
707291,139222,Auto Loan,28854,4.61,6,Paid Off,0,2023-04-17
707292,128289,Mortgage,503114,7.24,30,Paid Off,0,2026-01-03
707293,131044,Mortgage,415189,6.51,30,Paid Off,0,2025-09-04
707294,105205,Auto Loan,39202,5.88,6,Paid Off,0,2022-12-15
707295,126805,Auto Loan,37060,5.43,3,Active,0,2024-07-19
707296,133568,Mortgage,599653,3.52,30,Active,0,2026-01-10
707297,118661,Personal Loan,7592,8.15,5,Active,0,2025-12-24
707298,119969,Mortgage,271740,8.25,30,Paid Off,0,2024-02-11
707299,127000,Personal Loan,10974,6.43,5,Active,0,2026-04-13
707300,146046,Mortgage,201939,5.06,30,Paid Off,0,2025-10-23
707301,114421,Personal Loan,11556,5.7,1,Paid Off,0,2023-04-10
707302,131005,Personal Loan,12720,5.17,3,Active,0,2026-02-11
707303,140027,Auto Loan,19111,4.38,6,Active,0,2023-04-13
707304,127110,Mortgage,488120,6.17,30,Active,0,2024-12-26
707305,115236,Personal Loan,8354,4.68,1,Active,0,2022-09-15
707306,111337,Personal Loan,17712,8.49,3,Paid Off,0,2023-03-23
707307,113182,Business Loan,177215,7.55,10,Active,0,2024-09-15
707308,135246,Auto Loan,26486,3.63,6,Paid Off,0,2024-11-03
707309,129003,Mortgage,235646,6.5,30,Active,0,2026-04-23
707310,118487,Mortgage,394869,5.67,30,Active,0,2023-07-20
707311,109722,Auto Loan,20798,6.57,3,Paid Off,0,2021-07-20
707312,110132,Mortgage,525874,9.19,30,Active,0,2024-05-08
707313,101681,Auto Loan,50801,4.79,6,Active,0,2022-08-08
707314,145424,Mortgage,256868,6.76,30,Paid Off,0,2024-04-25
707315,141738,Mortgage,387089,3.81,30,Active,0,2026-04-30
707316,102279,Business Loan,69198,4.96,5,Defaulted,1,2024-11-13
707317,135486,Mortgage,209490,5.56,30,Paid Off,0,2024-04-22
707318,119020,Auto Loan,40382,4.15,5,Active,0,2021-12-30
707319,132799,Auto Loan,33998,5.02,6,Paid Off,0,2022-11-14
707320,122408,Mortgage,551186,6.09,30,Active,0,2022-11-05
707321,113040,Personal Loan,3755,6.08,3,Active,0,2023-07-04
707322,133348,Auto Loan,20199,10.54,6,Active,0,2025-06-14
707323,146652,Business Loan,141181,4.72,10,Paid Off,0,2025-01-01
707324,120663,Personal Loan,3843,5.23,5,Paid Off,0,2022-04-17
707325,140240,Business Loan,106535,9.92,10,Paid Off,0,2026-05-05
707326,141085,Personal Loan,14534,4.68,3,Active,0,2022-09-07
707327,131352,Mortgage,315812,4.17,30,Active,0,2024-09-09
707328,132506,Personal Loan,8556,4.84,1,Paid Off,0,2023-02-01
707329,100521,Personal Loan,23846,11.98,5,Active,0,2024-12-26
707330,119529,Auto Loan,39995,4.57,3,Paid Off,0,2026-01-30
707331,119414,Mortgage,532025,6.99,30,Paid Off,0,2025-06-15
707332,119466,Auto Loan,31686,5.13,3,Paid Off,0,2022-05-23
707333,128628,Mortgage,557173,6.49,30,Paid Off,0,2025-07-09
707334,105657,Mortgage,441996,3.68,30,Paid Off,0,2026-03-24
707335,113192,Personal Loan,1222,6.78,5,Active,0,2025-11-15
